annee_numero_de_tirage;jour_de_tirage;date_de_tirage;numéro_de_tirage_dans_le_cycle;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_Euro_Millions_en_france;nombre_de_gagnant_au_rang1_Euro_Millions_en_europe;rapport_du_rang1_Euro_Millions;nombre_de_gagnant_au_rang2_Euro_Millions_en_france;nombre_de_gagnant_au_rang2_Euro_Millions_en_europe;rapport_du_rang2_Euro_Millions;nombre_de_gagnant_au_rang3_Euro_Millions_en_france;nombre_de_gagnant_au_rang3_Euro_Millions_en_europe;rapport_du_rang3_Euro_Millions;nombre_de_gagnant_au_rang4_Euro_Millions_en_france;nombre_de_gagnant_au_rang4_Euro_Millions_en_europe;rapport_du_rang4_Euro_Millions;nombre_de_gagnant_au_rang5_Euro_Millions_en_france;nombre_de_gagnant_au_rang5_Euro_Millions_en_europe;rapport_du_rang5_Euro_Millions;nombre_de_gagnant_au_rang6_Euro_Millions_en_france;nombre_de_gagnant_au_rang6_Euro_Millions_en_europe;rapport_du_rang6_Euro_Millions;nombre_de_gagnant_au_rang7_Euro_Millions_en_france;nombre_de_gagnant_au_rang7_Euro_Millions_en_europe;rapport_du_rang7_Euro_Millions;nombre_de_gagnant_au_rang8_Euro_Millions_en_france;nombre_de_gagnant_au_rang8_Euro_Millions_en_europe;rapport_du_rang8_Euro_Millions;nombre_de_gagnant_au_rang9_Euro_Millions_en_france;nombre_de_gagnant_au_rang9_Euro_Millions_en_europe;rapport_du_rang9_Euro_Millions;nombre_de_gagnant_au_rang10_Euro_Millions_en_france;nombre_de_gagnant_au_rang10_Euro_Millions_en_europe;rapport_du_rang10_Euro_Millions;nombre_de_gagnant_au_rang11_Euro_Millions_en_france;nombre_de_gagnant_au_rang11_Euro_Millions_en_europe;rapport_du_rang11_Euro_Millions;nombre_de_gagnant_au_rang12_Euro_Millions_en_france;nombre_de_gagnant_au_rang12_Euro_Millions_en_europe;rapport_du_rang12_Euro_Millions;nombre_de_gagnant_au_rang13_Euro_Millions_en_france;nombre_de_gagnant_au_rang13_Euro_Millions_en_europe;rapport_du_rang13_Euro_Millions;nombre_de_gagnant_au_rang1_Etoile+;rapport_du_rang1_Etoile+;nombre_de_gagnant_au_rang2_Etoile+;rapport_du_rang2_Etoile+;nombre_de_gagnant_au_rang3_Etoile+;rapport_du_rang3_Etoile+;nombre_de_gagnant_au_rang4_Etoile+;rapport_du_rang4_Etoile+;nombre_de_gagnant_au_rang5_Etoile+;rapport_du_rang5_Etoile+;nombre_de_gagnant_au_rang6_Etoile+;rapport_du_rang6_Etoile+;nombre_de_gagnant_au_rang7_Etoile+;rapport_du_rang7_Etoile+;nombre_de_gagnant_au_rang8_Etoile+;rapport_du_rang8_Etoile+;nombre_de_gagnant_au_rang9_Etoile+;rapport_du_rang9_Etoile+;nombre_de_gagnant_au_rang10_Etoile+;rapport_du_rang10_Etoile+;numero_My_Million;numero_Tirage_Exceptionnel_Euro_Million;
24095;MARDI;26/11/2024;15;24/02/2025;40;25;31;11;7;12;9;-7-11-25-31-40-;-9-12-;0;1;212448937,00;4;15;73659,10;2;14;18445,00;11;55;1462,40;354;1492;99,30;568;2400;65,20;802;3462;31,70;7616;33051;16,60;13598;57385;10,60;35112;144615;7,90;38931;168815;8,20;185250;781193;5,50;474219;1953020;3,50;0;0;5;910,90;150;16,80;267;9,40;3617;1,70;6415;2,60;18620;4,20;30529;12,10;85964;2,40;685309;2,60;WM 610 1340;;
24094;VENDREDI;22/11/2024;14;20/02/2025;12;10;29;11;31;11;8;-10-11-12-29-31-;-8-11-;0;0;0;3;11;151312,40;11;27;14407,60;28;93;1302,80;692;2182;102,20;1192;3916;60,20;1745;5351;30,90;17104;56732;14,60;28994;90710;10,10;71764;217100;7,90;85991;295013;7,00;385625;1246775;5,20;938271;2931777;3,60;2;2366,60;15;252,40;324;14,60;541;8,70;7837;1,50;13013;2,40;39422;3,70;59328;11,60;172961;2,20;1278305;2,60;GV 101 9014;F LWM 35935,F GWD 13213,F PHF 13460,F VZV 83429,F FXV 55986,F GMM 67357,F HSD 57137,F DJF 33286,F CFP 59552,F CGW 16564,F SZF 07542,F KNP 54102,F QLN 57442,F FHZ 79989,F CNP 17928,F PDH 28668,F KZG 04815,F QCD 50969,F VZW 90554,F GRF 26663,F HMR 37863,F QBR 56894,F HFP 80660,F BCR 25193,F FXW 82222,F TXV 15611,F FRK 44523,F QBS 00245,F RQN 82256,N CJK 47213,O LXQ 36780,W NPZ 41244,W DBV 47030,O FTL 28269,H QLJ 06109,T QKP 19167,V QKP 61496,J QKS 64141,M QLB 74455,V QKP 53077,T QLH 36037,J QKN 47246,X QKM 17444,V PJR 45966,Z QLD 76785,T QLB 99719,M QLF 27486,M QKW 06991,M PJQ 65682,J QLG 22716,Z QKX 82893,V QKG 63373,J QLH 15154,X QKZ 16818,V QLD 49200,T QKQ 32242,J QLD 02896,Z QLD 36160,H QKW 78778,R LTH 63481,R LTL 73909,R LTP 84743,R LTL 24947,R LTM 65259,E BCM 03824,E BBX 97858,E BBX 29007,E BCG 03652,E BFC 45227,E BCG 02594,E BBJ 26152,E BCT 01332,E BFJ 65972,E BFS 30806,E BDV 99400,E BFT 45043,E BCR 18727,P JPV 29109,P JVG 27108,P JJN 39681,P JRW 37687,P JPH 07932,P JNJ 24734,P JDZ 32757,P JGJ 36775,P JMM 00998,B WPS 07863,B WQH 59438,B WRB 94521,B WRG 36072,B ZZZ 66811,B WPJ 29140,B WPP 46396,S BCW 88348,S BDN 76665,S BDP 67456,S BDF 83348,L LRV 88951,I RKJ 86198,I RKS 16405;
24093;MARDI;19/11/2024;13;17/02/2025;28;20;49;13;4;7;12;-4-13-20-28-49-;-7-12-;0;0;0;0;2;437600,40;3;11;18595,30;10;54;1179,80;289;1110;105,70;496;2142;57,90;659;2307;37,70;6562;28642;15,20;11600;45762;10,60;25900;105496;8,50;32669;141623;7,70;153207;638935;5,40;342223;1464889;3,70;0;0;4;842,90;130;14,40;243;7,70;3081;1,50;5261;2,30;15419;3,80;24283;11,20;69310;2,20;541899;2,50;HH 153 7574;;
24092;VENDREDI;15/11/2024;12;13/02/2025;7;39;8;44;34;2;6;-7-8-34-39-44-;-2-6-;0;0;0;0;1;1030972,90;2;9;26772,80;15;51;1471,60;158;821;168,30;478;2331;62,60;357;1870;54,90;8960;38936;13,10;9391;45700;12,50;20192;100728;10,50;50428;215347;5,90;160103;723305;5,60;344042;1612654;4,00;0;0;4;977,20;72;30,10;211;10,20;3909;1,30;4306;3,30;21759;3,10;35141;9,00;72861;2,40;642356;2,40;DS 412 3521;;
24091;MARDI;12/11/2024;11;10/02/2025;11;12;50;10;22;10;1;-10-11-12-22-50-;-1-10-;0;0;0;0;3;256306,60;0;12;14975,70;10;41;1365,20;196;910;113,30;397;1827;59,60;533;2292;33,40;5525;24670;15,50;9048;39940;10,60;22955;98242;8,00;26399;119027;8,00;125041;545032;5,50;322931;1394060;3,50;0;0;6;477,20;86;18,40;185;8,50;2509;1,50;3987;2,60;12413;4,00;18180;12,70;56655;2,30;402520;2,80;TN 647 7615;;
24090;VENDREDI;08/11/2024;10;06/02/2025;48;2;35;33;42;1;3;-2-33-35-42-48-;-1-3-;0;0;0;0;3;316791,80;2;12;18509,80;11;39;1773,90;145;811;157,10;385;1816;74,10;375;1838;51,50;5426;27240;17,30;7970;38734;13,60;17317;87064;11,20;32730;157954;7,50;122912;594236;6,30;270606;1340773;4,50;0;0;6;587,90;75;26,10;202;9,70;2593;1,80;3896;3,30;15425;4,00;29558;9,60;57836;2,70;618200;2,30;RS 871 5067;;
24089;MARDI;05/11/2024;9;03/02/2025;50;8;37;1;19;9;6;-1-8-19-37-50-;-6-9-;0;0;0;1;6;119513,00;3;8;20949,10;10;44;1186,30;193;870;110,50;410;1882;54,00;453;1846;38,60;6004;27255;13,10;8113;35363;11,20;18140;80046;9,20;32599;146834;6,10;113765;501357;5,60;254391;1128830;4,00;0;0;6;466,50;84;18,50;170;9,10;2847;1,30;3692;2,80;14785;3,30;25513;8,90;52683;2,40;467139;2,40;HR 461 7160;;
24088;VENDREDI;01/11/2024;8;30/01/2025;44;7;50;33;38;2;7;-7-33-38-44-50-;-2-7-;0;0;0;0;5;152337,60;0;4;44504,70;7;50;1108,90;131;701;145,70;485;2297;47,00;292;1589;47,70;7612;33152;11,40;7349;39237;10,70;14339;77972;10,10;43770;184689;5,10;114310;567133;5,30;213391;1113984;4,30;0;0;5;546,70;61;24,80;226;6,70;3433;1,10;3371;3,00;19101;2,50;31887;6,90;52525;2,30;492047;2,20;AE 224 2371;;
24087;MARDI;29/10/2024;7;27/01/2025;45;30;19;1;2;12;10;-1-2-19-30-45-;-10-12-;0;0;0;1;2;293155,70;0;3;45676,80;4;23;1855,70;84;478;164,40;211;1027;80,90;254;1368;42,60;3152;15437;18,90;4661;22908;14,20;13913;65223;9,20;16212;81020;9,00;70188;342322;6,70;210847;984152;3,70;1;1190,20;3;317,40;38;31,30;91;13,00;1530;1,90;2288;3,40;8093;4,60;12898;13,40;34948;2,80;298332;2,90;MU 135 5274;;
24086;VENDREDI;25/10/2024;6;23/01/2025;4;20;45;25;17;9;8;-4-17-20-25-45-;-8-9-;0;0;0;0;2;402669,50;3;7;26888,70;10;40;1465,60;198;1014;106,50;330;1724;66,20;410;2069;38,70;4927;25930;15,40;9209;45365;9,80;19205;94572;8,80;24866;131896;7,60;124010;630402;5,00;263077;1321965;3,80;0;0;4;692,80;98;15,70;156;9,80;2386;1,60;4253;2,40;11849;4,00;18560;12,10;57058;2,20;454992;2,40;VP 603 1205;;
24085;MARDI;22/10/2024;5;20/01/2025;13;46;3;27;30;1;2;-3-13-27-30-46-;-1-2-;0;0;0;1;2;269163,30;4;9;13979,50;5;24;1632,80;156;705;102,30;226;1155;66,00;363;1695;31,60;3216;16432;16,30;6395;29417;10,10;14859;69726;7,90;16944;85273;7,90;87506;402090;5,20;196822;930745;3,60;1;1121,80;2;448,70;85;13,10;111;10,10;1490;1,80;2955;2,50;8018;4,40;13014;12,50;40539;2,20;324679;2,50;UK 403 4512;;
24084;VENDREDI;18/10/2024;4;16/01/2025;23;39;4;15;30;12;1;-4-15-23-30-39-;-1-12-;0;0;0;0;2;352631,70;0;6;27471,90;5;35;1466,80;140;706;133,90;332;1479;67,50;473;2170;32,30;4399;20021;17,50;6585;30918;12,60;20483;94852;7,60;23330;107220;8,20;92509;432047;6,40;272420;1256893;3,50;0;0;3;932,00;62;24,60;174;8,80;2238;1,70;3197;3,20;12077;4,00;19955;11,20;45500;2,70;391339;2,80;OJ 183 5872;;
24083;MARDI;15/10/2024;3;13/01/2025;15;48;2;36;32;3;9;-2-15-32-36-48-;-3-9-;0;0;0;0;1;506802,60;0;5;23689,60;7;27;1366,40;92;481;141,20;229;1221;58,80;206;1035;48,70;3904;19239;13,10;4079;21401;13,10;8801;45553;11,50;24215;113067;5,60;66251;328382;6,00;142398;692194;4,60;0;0;4;507,10;49;22,50;111;9,90;1906;1,40;2046;3,60;11439;3,00;22592;7,20;32549;2,80;362827;2,20;TF 309 7516;;
24082;VENDREDI;11/10/2024;2;09/01/2025;23;46;32;16;49;5;4;-16-23-32-46-49-;-4-5-;0;0;0;1;3;223088,00;0;6;26069,60;8;30;1624,00;163;738;121,60;320;1369;69,30;303;1437;46,30;4530;20133;16,50;6565;31194;11,90;13896;64209;10,70;25347;112915;7,40;99826;463749;5,60;206566;946037;4,40;0;0;5;567,80;82;19,20;158;9,80;2220;1,70;3113;3,30;12291;3,90;22724;10,00;47820;2,60;500129;2,20;JJ 233 7686;;
24081;MARDI;08/10/2024;1;06/01/2025;7;19;34;14;40;8;6;-7-14-19-34-40-;-6-8-;0;0;0;0;4;122519,20;0;7;16362,70;7;31;1150,80;116;533;123,30;314;1313;52,90;269;1279;38,10;4572;19378;12,50;5650;25616;10,60;12548;56697;8,90;24137;100095;6,10;84914;372862;5,10;186586;821666;3,70;0;0;3;687,50;68;16,80;145;7,90;2122;1,30;2701;2,80;11308;3,10;17947;9,20;40727;2,20;335665;2,40;WM 303 1045;;
24080;VENDREDI;04/10/2024;8;02/01/2025;4;17;8;16;20;6;1;-4-8-16-17-20-;-1-6-;0;1;162256512,00;5;12;94700,00;10;20;13279,70;30;97;852,80;528;1811;84,10;972;3444;46,70;1306;4613;24,50;11722;43110;13,10;18900;68777;9,10;45349;167492;7,00;52545;204256;6,90;230953;870340;5,10;540775;2086207;3,40;3;927,40;16;139,10;221;12,50;434;6,30;5128;1,30;8415;2,10;23718;3,60;36316;11,00;104618;2,10;757309;2,60;NR 671 2640;;
24079;MARDI;01/10/2024;7;30/12/2024;22;41;8;42;29;9;11;-8-22-29-41-42-;-9-11-;0;0;0;1;7;124015,80;2;10;20289,10;8;46;1373,80;185;846;137,60;380;1791;68,70;527;2087;41,40;5804;26227;16,40;9497;40760;11,80;22997;93991;9,50;31735;141713;7,60;139618;587531;5,80;336913;1358844;4,00;1;2060,60;2;824,20;79;25,70;173;11,80;2717;1,80;4307;3,10;14875;4,20;25464;11,60;64203;2,60;572723;2,50;LE 141 0047;;
24078;VENDREDI;27/09/2024;6;26/12/2024;7;21;38;20;27;12;5;-7-20-21-27-38-;-5-12-;0;0;0;1;3;416328,80;7;18;16217,10;17;68;1337,00;415;1478;113,30;795;2773;63,80;1130;3682;33,70;10891;39401;15,70;18595;67092;10,30;48235;164809;7,80;54133;199805;7,80;258915;940455;5,20;649782;2273779;3,40;1;3397,30;7;388,20;187;17,80;378;8,90;5132;1,60;8527;2,60;26564;3,90;40847;11,90;120278;2,30;900632;2,70;AQ 201 0796;;
24077;MARDI;24/09/2024;5;23/12/2024;20;21;49;36;18;5;3;-18-20-21-36-49-;-3-5-;0;0;0;2;4;138661,10;2;2;64814,70;6;25;1615,00;96;535;139,00;324;1429;55,00;255;1096;50,40;4936;22528;12,20;5143;24809;12,40;11230;51717;11,00;28367;129548;5,30;87643;400108;5,40;175531;793593;4,40;1;1219,20;3;325,10;42;29,00;150;8,00;2228;1,30;2439;3,30;12649;3,00;21363;8,20;40884;2,40;377496;2,30;KD 820 4282;;
24076;VENDREDI;20/09/2024;4;19/12/2024;16;37;34;25;29;3;7;-16-25-29-34-37-;-3-7-;0;0;0;1;3;231778,90;1;13;12500,90;12;54;937,30;147;752;123,90;572;2608;37,70;302;1537;45,00;8476;37366;9,20;7628;34527;11,10;14313;68306;10,50;48495;207694;4,10;113129;502378;5,40;208871;994624;4,40;1;1525,20;3;305,00;61;24,20;242;6,20;3766;1,00;3578;2,80;20937;2,20;37192;5,90;52149;2,30;503672;2,10;GK 429 0112;;
24075;MARDI;17/09/2024;3;16/12/2024;30;32;20;41;44;10;1;-20-30-32-41-44-;-1-10-;0;0;0;0;0;0;1;4;159071,50;5;19;1976,00;97;460;150,30;213;917;79,70;215;1158;44,30;3085;13868;18,50;4528;20774;13,70;10445;49650;10,70;16142;73056;8,80;64649;296919;6,80;163134;752833;4,30;0;0;2;1055,90;42;27,90;100;11,60;1536;1,80;2181;3,50;8004;4,50;14555;11,60;31151;3,00;324241;2,60;QG 873 4967;;
24074;VENDREDI;13/09/2024;2;12/12/2024;31;42;10;15;17;4;12;-10-15-17-31-42-;-4-12-;0;0;0;1;3;252503,60;0;5;35408,50;7;23;2397,50;207;749;135,60;438;1516;70,80;638;2144;35,10;6143;21197;17,70;10614;35525;11,80;27791;94256;8,30;31206;111292;8,50;149577;509083;5,80;390054;1330865;3,60;0;0;3;1329,80;97;22,80;229;9,50;3206;1,70;5189;2,80;16316;4,20;26132;12,20;72758;2,40;591003;2,70;TE 497 3637;;
24073;MARDI;10/09/2024;1;09/12/2024;48;46;6;29;47;9;2;-6-29-46-47-48-;-2-9-;0;0;0;0;1;484860,80;2;6;18886,60;3;13;2715,10;77;357;182,10;192;954;72,00;151;811;59,50;3424;15401;15,60;3844;18241;14,70;8378;40170;12,40;20745;93391;6,50;62495;290184;6,50;135782;629021;4,80;0;0;2;998,50;42;26,40;89;12,40;1656;1,60;1964;3,70;9674;3,50;17740;9,00;30927;2,90;351858;2,20;QN 829 8322;;
24072;VENDREDI;06/09/2024;12;05/12/2024;34;47;14;12;41;3;4;-12-14-34-41-47-;-3-4-;0;1;149017789,00;1;4;257427,90;1;7;34380,00;14;55;1362,90;210;1022;135,10;434;2111;69,10;468;2061;49,70;7002;31655;16,20;10530;46435;12,30;21629;96179;11,00;39884;175554;7,30;168968;717046;5,60;337735;1470121;4,40;0;0;10;421,60;90;25,70;184;12,40;3147;1,80;4715;3,20;17890;4,00;30057;11,20;76083;2,50;739666;2,20;GS 272 9213;;
24071;MARDI;03/09/2024;11;02/12/2024;7;9;11;45;16;5;2;-7-9-11-16-45-;-2-5-;0;0;0;0;3;262554,00;2;11;16735,40;16;55;1042,50;238;1014;104,10;714;2788;40,00;600;2309;33,90;8754;37098;10,50;12070;48894;8,90;25955;102946;7,90;41274;178225;5,50;159631;663338;4,60;333091;1378289;3,60;0;0;7;447,10;109;15,80;310;5,50;3640;1,10;5293;2,10;17851;3,00;26491;9,40;70351;2,00;492448;2,50;MS 437 2213;;
24070;VENDREDI;30/08/2024;10;28/11/2024;3;24;42;33;27;6;4;-3-24-27-33-42-;-4-6-;0;0;0;2;5;184395,80;4;14;15391,50;16;48;1398,20;271;1148;107,60;673;2702;48,30;513;2523;36,40;9163;37184;12,30;10823;50222;10,10;23976;111392;8,50;45826;189326;6,10;147363;687522;5,20;330448;1536840;3,80;0;0;6;572,10;114;16,10;292;6,40;4009;1,10;4771;2,60;20136;2,90;31748;8,60;65768;2,30;542203;2,50;IX 551 1819;;
24069;MARDI;27/08/2024;9;25/11/2024;1;47;42;8;11;11;4;-1-8-11-42-47-;-4-11-;0;0;0;0;0;0;1;5;160042,00;6;36;1311,50;134;626;138,90;294;1394;65,90;295;1368;47,20;4534;20589;15,60;6701;29083;12,30;15577;66704;10,00;23087;108715;7,40;100021;444203;5,70;239668;1036127;3,90;0;0;5;500,90;66;21,00;135;10,10;2098;1,60;3053;3,00;10536;4,10;16599;12,00;45861;2,40;372929;2,60;IS 628 8428;;
24068;VENDREDI;23/08/2024;8;21/11/2024;50;47;24;9;15;8;9;-9-15-24-47-50-;-8-9-;0;0;0;1;1;778922,80;1;7;26006,70;5;28;2025,10;139;799;130,70;337;1669;66,10;339;1604;48,30;5112;24219;16,00;7879;37459;11,50;16036;76049;10,50;27535;129475;7,50;122697;568176;5,40;252162;1163902;4,20;0;0;4;744,30;75;21,70;161;10,20;2423;1,60;3653;3,00;12715;4,00;20089;11,80;55533;2,40;498064;2,30;IZ 803 0758;;
24067;MARDI;20/08/2024;7;18/11/2024;10;18;13;26;7;12;3;-7-10-13-18-26-;-3-12-;0;0;0;3;8;71422,40;5;17;7855,30;20;50;831,80;317;1155;66,30;345;1615;50,10;811;2802;20,30;4386;19267;14,70;10370;41344;7,60;25568;98103;6,00;20141;90712;7,80;114373;483099;4,60;280515;1152657;3,10;2;621,40;5;198,80;136;9,00;171;7,20;2153;1,40;4713;1,70;9752;3,90;14090;12,70;52368;1,90;322681;2,70;DV 355 7712;;
24066;VENDREDI;16/08/2024;6;14/11/2024;49;45;15;29;17;10;1;-15-17-29-45-49-;-1-10-;0;0;0;1;4;184603,50;0;5;34515,90;3;29;1853,50;109;663;149,30;278;1352;77,40;316;1744;42,10;3605;20538;17,90;5638;30884;13,20;15472;82155;9,20;19391;106693;8,60;84925;459663;6,30;227238;1208658;3,80;0;0;2;1234,50;40;34,20;129;10,50;1795;1,80;2748;3,30;9796;4,30;16286;12,10;40627;2,70;366466;2,60;EW 999 5827;;
24065;MARDI;13/08/2024;5;11/11/2024;15;16;40;47;39;1;6;-15-16-39-40-47-;-1-6-;0;0;0;1;1;534410,60;0;3;41633,50;6;26;1496,20;82;420;170,60;204;1048;72,20;175;977;54,40;3095;15680;16,90;3879;20234;14,60;9020;47407;11,60;18596;89519;7,40;63435;319528;6,60;146775;756665;4,40;0;0;4;504,00;37;29,40;97;11,40;1475;1,80;1948;3,80;8568;4,00;15916;10,10;30345;3,00;335340;2,40;QR 386 7838;;
24064;VENDREDI;09/08/2024;4;07/11/2024;33;23;25;44;21;4;10;-21-23-25-33-44-;-4-10-;0;0;0;0;4;163953,00;2;6;25545,60;6;33;1446,70;187;844;104,10;329;1481;62,70;409;1836;35,50;4561;21243;15,30;7059;33542;10,80;17935;87750;7,70;24084;108813;7,50;95028;454827;5,60;242121;1148588;3,60;0;0;2;1278,30;80;17,30;161;8,80;2272;1,50;3363;2,70;11716;3,70;18842;10,80;45139;2,50;383535;2,60;LP 008 3446;;
24063;MARDI;06/08/2024;3;04/11/2024;41;27;50;1;18;2;12;-1-18-27-41-50-;-2-12-;0;0;0;2;4;121482,30;4;7;16224,20;4;23;1538,00;96;489;133,20;164;881;78,10;249;1214;39,80;2685;13024;18,50;4383;21234;12,70;11069;51760;9,70;14052;68138;8,90;64234;305973;6,20;161788;759216;4,00;0;0;0;0;53;56,10;89;11,40;1346;1,90;2108;3,30;7170;4,60;12838;11,90;31515;2,70;292735;2,60;NX 605 8090;;
24062;VENDREDI;02/08/2024;2;31/10/2024;12;7;33;5;46;3;12;-5-7-12-33-46-;-3-12-;0;0;0;0;3;204919,70;6;14;10262,80;10;32;1398,50;189;817;100,90;283;1359;64,10;454;1882;32,50;4140;19020;16,00;8327;34379;9,90;19459;79750;7,90;20075;95045;8,10;105823;462879;5,20;253022;1092703;3,50;0;0;5;484,80;94;14,10;132;10,10;2144;1,50;4056;2,20;10465;4,00;15196;12,70;50942;2,10;356162;2,70;PI 666 8268;;
24061;MARDI;30/07/2024;1;28/10/2024;28;37;9;38;25;2;8;-9-25-28-37-38-;-2-8-;0;0;0;0;0;0;0;5;108423,60;8;23;1390,70;96;436;135,10;264;1224;50,80;151;831;52,60;4533;20011;10,90;4373;20354;11,90;9202;44479;10,20;23517;108011;5,00;67488;311867;5,50;144571;671590;4,10;0;0;4;434,30;52;18,50;115;8,20;2079;1,10;2094;3,00;10850;2,70;17873;7,80;32074;2,40;284465;2,40;LO 604 7342;;
24060;VENDREDI;26/07/2024;2;24/10/2024;35;37;23;19;4;8;4;-4-19-23-35-37-;-4-8-;0;1;28649442,00;1;4;152025,20;1;10;14212,30;13;54;819,70;187;902;90,40;427;1966;43,80;334;1741;34,70;5826;27669;10,90;6634;34471;9,80;13972;71010;8,80;29718;140022;5,40;94055;459322;5,20;200224;975900;3,90;1;1262,40;7;144,20;86;14,60;232;5,30;2727;1,10;3051;2,70;13219;2,90;19942;9,10;43950;2,30;358960;2,50;IX 804 7766;;
24059;MARDI;23/07/2024;1;21/10/2024;8;10;16;34;4;8;4;-4-8-10-16-34-;-4-8-;0;0;0;0;3;147222,00;2;7;14746,30;16;76;423,00;160;630;94,00;704;2862;21,80;279;1240;35,40;5911;25377;8,60;6480;28739;8,50;11984;54425;8,30;21387;97862;5,60;80962;359529;4,80;162812;731173;3,80;0;0;4;438,50;70;13,90;308;3,10;2640;,90;3030;2,10;9928;3,00;14568;9,60;38556;2,00;266844;2,60;ET 230 6121;;
24058;VENDREDI;19/07/2024;4;17/10/2024;44;22;35;48;15;6;7;-15-22-35-44-48-;-6-7-;1;2;26181999,00;1;3;240060,30;0;3;56106,00;5;42;1248,20;173;851;113,40;290;1582;64,50;359;1790;40,00;4479;23538;15,20;7517;36053;11,00;13309;71874;10,30;25825;128931;6,90;102969;513956;5,50;189547;1033719;4,40;1;1428,50;2;571,40;83;17,00;132;10,80;2082;1,70;3651;2,50;12000;3,70;21767;9,40;48324;2,40;491593;2,00;FB 529 4041;;
24057;MARDI;16/07/2024;3;14/10/2024;39;35;2;36;32;7;8;-2-32-35-36-39-;-7-8-;0;0;0;0;1;492731,30;2;5;23031,80;3;18;1992,70;76;371;178,00;173;859;81,30;154;795;61,70;2762;13715;17,80;3859;18872;14,50;7417;39280;12,90;17264;80470;7,60;63009;309957;6,20;122088;619066;5,00;0;0;0;0;41;75,00;94;11,20;1368;1,90;1941;3,70;8392;4,00;16908;9,40;30928;2,90;397607;1,90;DJ 920 2664;;
24056;VENDREDI;12/07/2024;2;10/10/2024;12;39;24;25;18;10;8;-12-18-24-25-39-;-8-10-;0;0;0;2;3;211029,30;2;8;18495,30;9;36;1280,10;154;743;114,20;332;1383;64,80;377;1835;34,30;4642;19646;16,00;7564;33345;10,50;19005;82980;7,80;22458;99530;7,90;103086;455333;5,40;258012;1112596;3,60;0;0;4;639,90;82;17,10;161;8,70;2239;1,50;3601;2,60;11341;3,90;17821;11,50;49322;2,30;380627;2,60;DO 972 0751;;
24055;MARDI;09/07/2024;1;07/10/2024;28;15;19;39;6;7;11;-6-15-19-28-39-;-7-11-;0;0;0;0;2;233146,70;2;7;15568,60;9;34;998,30;128;607;103,00;248;1213;54,40;310;1410;32,90;3679;16910;13,70;5986;25585;10,10;13334;57756;8,30;18709;86685;6,70;82314;352051;5,20;179259;792341;3,70;0;0;5;384,30;59;18,00;120;8,70;1930;1,30;2960;2,30;9344;3,50;15060;10,20;40341;2,10;315615;2,40;CC 517 0755;;
24054;VENDREDI;05/07/2024;3;03/10/2024;29;47;31;13;11;11;1;-11-13-29-31-47-;-1-11-;0;1;39132032,00;1;6;109598,20;3;14;10977,80;12;45;1063,70;175;847;104,10;332;1591;58,50;489;2056;31,80;4383;20981;15,60;7226;32900;11,10;19316;83957;8,10;21403;100491;8,10;99839;448978;5,70;264334;1150742;3,60;1;1497,20;7;171,10;82;18,20;172;8,60;2255;1,60;3449;2,80;10833;4,30;16770;12,90;48787;2,50;380840;2,80;PV 199 2903;;
24053;MARDI;02/07/2024;2;30/09/2024;46;7;2;34;35;6;8;-2-7-34-35-46-;-6-8-;0;0;0;0;2;248851,10;0;2;58160,60;3;21;1725,20;69;396;168,50;200;1009;69,90;177;972;51,00;3766;16589;14,90;4339;20357;13,50;9964;46192;11,10;22727;96176;6,40;72110;327200;6,00;163473;735440;4,30;0;0;1;2091,30;47;24,20;96;11,80;1841;1,50;2143;3,50;10658;3,30;19078;8,80;35409;2,60;352280;2,30;FG 761 0262;;
24052;VENDREDI;28/06/2024;1;26/09/2024;10;18;35;16;22;10;1;-10-16-18-22-35-;-1-10-;0;0;0;1;1;653225,30;2;5;30533,90;6;25;1902,10;142;617;141,90;347;1401;66,00;421;1847;35,20;4540;19080;17,00;7709;31109;11,60;19614;82728;8,10;22698;96503;8,40;105774;436567;5,90;272123;1139040;3,60;0;0;5;565,10;67;23,00;167;9,40;2320;1,60;3816;2,70;11754;4,10;17804;12,70;51593;2,40;400547;2,80;FO 577 0795;;
24051;MARDI;25/06/2024;12;23/09/2024;14;16;49;45;37;5;7;-14-16-37-45-49-;-5-7-;0;1;213887390,00;1;8;141110,20;2;15;17589,20;17;55;1494,10;299;1122;134,90;720;2697;59,30;621;2296;48,90;11967;44842;12,50;12947;49896;12,50;26600;103586;11,20;70237;260815;5,40;198955;764555;5,80;400999;1553498;4,60;1;2840,80;9;227,20;144;19,10;306;9,20;5221;1,30;5947;3,10;30255;2,90;56396;7,20;89653;2,50;916666;2,20;EJ 424 5315;;
24050;VENDREDI;21/06/2024;11;19/09/2024;4;3;11;7;17;12;3;-3-4-7-11-17-;-3-12-;0;0;0;7;14;86983,10;17;44;6468,40;15;74;1197,90;874;3055;53,40;853;3238;53,30;1869;6419;18,80;10769;40818;14,80;25738;91280;7,40;58429;204607;6,10;50365;198681;7,60;279392;1030776;4,60;652967;2392296;3,20;4;763,90;5;488,90;388;7,70;399;7,50;5072;1,40;11520;1,70;24114;3,90;35340;12,40;125987;1,90;807307;2,70;UP 370 6361;;
